x_cate,p_exposure
0.009968000024789267,0.19649474322795868
0.0005926993227135587,0.05002560466527939
0.0035815295292647093,0.06895686686038971
0.001474964348327868,0.3225336968898773
0.0004983083021779595,0.015234873630106449
0.0016820292492987286,0.10889416188001633
0.027069668446920186,0.6483781337738037
0.05978718212339743,0.4840061068534851
0.0007386694780278231,0.06661659479141235
0.0004943168487833364,0.009833439253270626
0.03333443676407895,0.13668100535869598
0.01077049314323436,0.1690356433391571
0.0012054683087396368,0.22828637063503265
0.00324474668983639,0.05974708870053291
0.0004940246023363117,0.017231719568371773
0.0004930549065956556,0.03139418736100197
0.0011217563647664915,0.029833579435944557
0.014224540483993587,0.15670165419578552
0.002860030609088909,0.025786709040403366
0.0012681499767978298,0.14390820264816284
0.0027290167263526754,0.744235098361969
0.0006864586948837303,0.0967194139957428
0.0005924732477631532,0.03281138092279434
0.0004923155522593046,0.010750258341431618
0.02370419063046435,0.7954369187355042
0.013409727795475728,0.13164827227592468
0.06568995238965132,0.8322018384933472
0.01010337611576306,0.11782099306583405
0.0005196864631846167,0.013220122084021568
0.0004320281241583172,0.007152619771659374
0.000730875316523432,0.018041623756289482
0.009088266749844108,0.5617703199386597
0.0016499823402475829,0.2776559591293335
0.0028041068606582645,0.03266553953289986
0.00043203628662981684,0.00915574748069048
0.0004336431316486713,0.014192125760018826
0.14338059176586554,0.870833158493042
0.0017819132410820191,0.059690140187740326
0.0004945639494315543,0.016802063211798668
0.002966532965998008,0.04501654580235481
0.0006434395589964279,0.020268524065613747
0.00043364454364957475,0.012990351766347885
0.0025991858653074645,0.712936520576477
0.011418821433244287,0.16044475138187408
0.00049332835383998,0.018871033564209938
0.0006779642728119905,0.06575427204370499
0.002969467261596672,0.04699614271521568
0.0004940313974221288,0.011205999180674553
0.0004930331520422303,0.013827384449541569
0.004683133421480481,0.09374304115772247
0.0004937028968839885,0.01620018109679222
0.000768701798537545,0.01279548741877079
0.0004336526936845901,0.013452768325805664
0.0004936999816885953,0.011252669617533684
0.00043204939671395693,0.010735532268881798
0.00939774064542694,0.09196867048740387
0.001495728345252215,0.2880881428718567
0.002028454546365801,0.20133936405181885
0.0004923340452762457,0.02322852611541748
0.01803732536233595,0.49126389622688293
0.0006890817011666638,0.014097936451435089
0.0006783373269303582,0.05653826519846916
0.0004992705067620753,0.013137168250977993
0.0004936789463628429,0.02686161920428276
0.0007370435385142483,0.013121808879077435
0.03140943866845277,0.4023923873901367
0.001881535029318046,0.021168582141399384
0.0004997517504785264,0.03567882254719734
0.010738705566693482,0.08929785341024399
0.001718401256871928,0.08955676108598709
0.000494018202017684,0.049122825264930725
0.0004927059875665386,0.02313210815191269
0.0004320411864204083,0.01075632032006979
0.007240980192376857,0.07642676681280136
0.004520181922446135,0.07230397313833237
0.006717575831079755,0.07575640827417374
0.0006880206526481777,0.06416382640600204
0.0004320369010090832,0.00915574748069048
0.0042200030684943724,0.031956423074007034
0.11090341449804847,0.8561518788337708
0.0005083519403930429,0.017137397080659866
0.004089318326743343,0.04220964387059212
0.0004336428384201336,0.014192125760018826
0.001024732194111201,0.0315714031457901
0.0004320330094980036,0.008107385598123074
0.0005226035881958218,0.048863571137189865
0.002411779737958115,0.019235994666814804
0.0006834966316069891,0.09528782218694687
0.0004933185784698012,0.04253529757261276
0.0004983105398246993,0.009999026544392109
0.0005921820064909082,0.025442633777856827
0.0017744853062853351,0.01870701275765896
0.0002374715010925276,0.07975642383098602
0.0004320266514708354,0.00533380638808012
0.01696479523700089,0.10574465990066528
0.03453165169139253,0.8374266028404236
0.0004336426790303819,0.014192125760018826
0.0028417380714533726,0.04126150906085968
0.0004997602813494801,0.01075118687003851
0.0008857185330214345,0.025560712441802025
0.004197207630864921,0.05084986984729767
0.004388120854928546,0.057026803493499756
0.0004927123451431059,0.02539890445768833
0.0005933818764256874,0.06356743723154068
0.002824455196166687,0.12246234714984894
0.0033970609453138527,0.3268662393093109
0.0011360698360211186,0.030521608889102936
0.0012054375044164545,0.24277715384960175
0.0017997131583281124,0.031369153410196304
0.00045404865628803653,0.009828644804656506
0.0007370417907306465,0.013121808879077435
0.0008531173069946675,0.02186768688261509
0.0004997584917008092,0.009732362814247608
0.017914437865308795,0.582370936870575
0.0007106513292586291,0.01325936894863844
0.012418390157646288,0.2303490936756134
0.062405684728673375,0.7936618328094482
0.0018029583409205194,0.07949370890855789
0.0007106520514005242,0.01325936894863844
0.006610615444120706,0.10944914817810059
0.0005924504840713084,0.03794163465499878
0.0021629076094815685,0.3511926829814911
0.0030211729691415564,0.03166496008634567
0.0031985534934456297,0.047385379672050476
0.001205493737035187,0.2233009934425354
0.0004320182664665109,0.01666775904595852
0.00043363072630862637,0.014049273915588856
0.0017427823411417112,0.4242772161960602
0.014839624983939198,0.2775810956954956
0.0006020009847603722,0.027030836790800095
0.2983096136385231,0.7731643319129944
0.00963675291664979,0.1224132627248764
0.0004977750938433084,0.013577442616224289
0.0007632444948938481,0.01892371103167534
0.0017746554945424174,0.02136155404150486
0.0189108429622699,0.5144633054733276
0.0006781281479616005,0.03713074326515198
0.03691221873155731,0.6265990734100342
0.4111871442212793,0.9343008399009705
0.3732401041009587,0.8009632229804993
0.0004943138517027098,0.012594646774232388
0.0017713436123283342,0.02024509385228157
0.004381298988800395,0.06314580142498016
0.000454050850370781,0.009267890825867653
0.001205492886056699,0.2233009934425354
0.10055404528881015,0.21386635303497314
0.0006892505598936673,0.014097936451435089
0.0013811339800374018,0.11106463521718979
0.00043363952823737174,0.0277542881667614
0.4214117288346613,0.6029902100563049
0.0006786158885636699,0.0981907770037651
0.0019070863798129683,0.5842140316963196
0.0004936866249609694,0.045781414955854416
0.14216001675707846,0.46811074018478394
0.0008936999754165782,0.021123195067048073
0.01708879667526294,0.21480412781238556
0.004959332318279762,0.36573871970176697
0.001881355292731232,0.022653622552752495
0.0007393274018983536,0.07672123610973358
0.0023606701674888228,0.034334585070610046
0.00043364542544994467,0.012859521433711052
0.005031291629811373,0.12198307365179062
0.0043928071214339535,0.6447686553001404
0.0008690608533782012,0.019865738227963448
0.0004977541803943084,0.011114164255559444
0.006104198048527358,0.20249448716640472
0.0004943072370874996,0.05767296999692917
0.0004336457652263319,0.010510330088436604
0.0011146744046215509,0.03348192572593689
0.0004336366425038759,0.025294695049524307
0.013502794300872529,0.2552032172679901
0.001756599471268283,0.4956677258014679
0.017773913801760296,0.14485429227352142
0.003149570261390562,0.054795652627944946
0.0004945518192104437,0.05394342914223671
0.002349969828829685,0.038161929696798325
0.0006889014478019154,0.00921821128576994
0.03449190171532419,0.4022720456123352
0.0004336509385399796,0.009292740374803543
0.0004923063256952519,0.042212892323732376
0.007782537694860783,0.1372603476047516
0.0005933735063381818,0.037689872086048126
0.004388116818935541,0.05766173452138901
0.0006674625368458934,0.011665433645248413
0.0028242019171168826,0.07802858203649521
0.00043365028881480106,0.009292740374803543
0.0008857201430016587,0.02265418879687786
0.0020772832765724204,0.485121488571167
0.0194259110867482,0.9194046854972839
0.0012196583047747978,0.048218853771686554
0.0005933914962887735,0.017265327274799347
0.0006824900968594567,0.06479014456272125
0.0007835327294375742,0.011720975860953331
0.0004940144044089591,0.04646217077970505
0.0023936431774412353,0.022777074947953224
0.0006789826342431363,0.011279094964265823
0.000497765707369123,0.014341087080538273
0.0007687018663863029,0.01279548741877079
0.006783412510321401,0.8628810048103333
0.0012055115716107546,0.21098993718624115
0.000514133948211423,0.02015489898622036
0.0006890745529647151,0.07079129666090012
0.002061927391321306,0.5174105763435364
0.0004977525704025845,0.010417398996651173
0.0028177393028008236,0.027636148035526276
0.07965805469741327,0.1805592030286789
0.08185360020939966,0.8089047074317932
0.00438811956297902,0.057026803493499756
0.00043365014400533673,0.009292740374803543
0.004089985342904459,0.0706154853105545
0.0007836979428872094,0.020427828654646873
0.0008531260216724884,0.020185602828860283
0.003969222928527191,0.046255335211753845
0.0004977431012093514,0.009453626349568367
0.0004936861495891895,0.045781414955854416
0.0006663825299834046,0.07731015235185623
0.0029694829562056674,0.04822589457035065
0.0004940372284280144,0.017884332686662674
0.002347459845983952,0.4910484850406647
0.011501438893525964,0.5613465309143066
0.0021192186142866345,0.01716543547809124
0.0006795831666798378,0.014786893501877785
0.000494018623107169,0.049122825264930725
0.0004940297358893633,0.008792313747107983
0.0004977489148771316,0.007592836860567331
0.001319242548104947,0.046327535063028336
0.000768878136766684,0.019373193383216858
0.025574434660803683,0.35299330949783325
0.0004320338571678214,0.00915574748069048
0.002053936431586435,0.3295021653175354
0.0004422326423221222,0.0085599971935153
0.006133639830597987,0.0784115344285965
0.00043364333243996775,0.014192125760018826
0.000432039720189466,0.01075632032006979
0.001491336043237425,0.11106463521718979
0.0006665273225706839,0.04258301109075546
0.0021636626486263065,0.025651678442955017
0.02998646958935023,0.17996077239513397
0.0006434371528192329,0.019654760137200356
0.000522611600586944,0.04022318497300148
0.014696934713113948,0.21296276152133942
0.00940488018783042,0.21899646520614624
0.0004923427040191096,0.020947540178894997
0.04038555546785451,0.7727824449539185
0.0006880058502063517,0.029143942520022392
0.00043365504412763424,0.017487652599811554
0.0008040314401549181,0.02181466668844223
0.0015884695024264216,0.3866962492465973
0.0006877554487914512,0.04104015231132507
0.008339781133205538,0.09239129722118378
0.0005231846687540784,0.07083476334810257
0.0004977404326198357,0.011375637724995613
0.002608643475011686,0.11687149852514267
0.0037718684843532566,0.04354497045278549
0.0023098271557079604,0.19176168739795685
0.001114424663322506,0.02940293587744236
0.011293050362861195,0.32585206627845764
0.0004977473903388225,0.006978154182434082
0.0014646748790834187,0.0680464655160904
0.07531678755753503,0.7369033694267273
0.0005201838332481468,0.020089661702513695
0.0021711340077988236,0.027484897524118423
0.042323059288143235,0.6538020372390747
0.0004992803427713145,0.016610966995358467
0.0006959076619088721,0.07035604119300842
0.09514009576915718,0.7660937905311584
0.0006434363607607926,0.019846351817250252
0.0012196392023752056,0.04935339093208313
0.0018099444678869822,0.12167904525995255
0.01851199049350178,0.6206491589546204
0.0004977552284642482,0.012404312379658222
0.17307172767194118,0.9649903178215027
0.0032524449284634174,0.11310792714357376
0.0007370457648386078,0.012219718657433987
0.00794962072997396,0.16775231063365936
0.00073001481165964,0.0072630285285413265
0.015964695657729774,0.6191431283950806
0.0004923074415489008,0.02078670635819435
0.0004977481342120175,0.006978154182434082
0.0004336319162129877,0.014049273915588856
0.002758136905355594,0.06535322964191437
0.0004927082247038953,0.02539890445768833
0.000868952405153838,0.010108807124197483
0.002759037122533104,0.04686130955815315
0.0014776352113876898,0.379726767539978
0.0004992600491648476,0.02795933000743389
0.055227307068468096,0.6852104663848877
0.0004940280364145315,0.014724532142281532
0.18925254419032791,0.3001657724380493
0.0073916427532047906,0.32872912287712097
0.0004983122550757568,0.009999026544392109
0.0004940239235881837,0.017703896388411522
0.0016510478077172222,0.037219468504190445
0.001205419130747441,0.292159765958786
0.0007108212076205373,0.020268524065613747
0.012701941847037233,0.46573057770729065
0.00381462594185233,0.12190721184015274
0.16199727200166802,0.9553818702697754
0.011027029483401615,0.25253310799598694
0.0116829977154254,0.14554475247859955
0.0004977468112076905,0.008716573938727379
0.0018964587369256843,0.11181417107582092
0.0007173973704574276,0.30862781405448914
0.010334960201034735,0.7450550198554993
0.018917238991494084,0.39615151286125183
0.00045687563099434177,0.020807189866900444
0.0004992582230456934,0.02734190598130226
0.0004926915669628044,0.04888236150145531
0.0018009636027564641,0.5787193179130554
0.016951336332109095,0.17446741461753845
0.0004936954515812794,0.01255471259355545
0.021748751627887298,0.10928783565759659
0.030020137692524027,0.5350252985954285
0.008264948219642874,0.08437252789735794
0.0005934014656670096,0.016702596098184586
0.0006994587842317284,0.05037429556250572
0.0007106534265670884,0.01325936894863844
0.000497734759704153,0.023116420954465866
0.000433646855629614,0.01179180946201086
0.0004320362645877853,0.00915574748069048
0.015254377427569701,0.3928825557231903
0.0018009725575448476,0.5787193179130554
0.010034056475419311,0.47430726885795593
0.07129920190986064,0.3385850787162781
0.00043365051099601313,0.009292740374803543
0.002181633151579473,0.6467839479446411
0.0004997397253698314,0.022958697751164436
0.0005141328445715557,0.020947540178894997
0.0007196130551812376,0.06598463654518127
0.021125839017288196,0.2154385894536972
0.00174935608798573,0.3086225390434265
0.004748229815907838,0.04873299598693848
0.0014016382572555565,0.01762533187866211
0.0020889374797225515,0.6422435641288757
0.00260022581512021,0.5913486480712891
0.0017596140529986062,0.33794209361076355
0.0018739437959185879,0.0981130376458168
0.0004336508439045586,0.009292740374803543
0.0004320315788081859,0.008107385598123074
0.0030211919007889477,0.02852349355816841
0.001121994022373543,0.03545157611370087
0.0004983107769283004,0.009999026544392109
0.0004977756075371418,0.013220122084021568
0.1163081850763296,0.4679991602897644
0.010806311798038069,0.8009890913963318
0.0004945703235772887,0.010650340467691422
0.003360950856152619,0.061310797929763794
0.00044223042004477354,0.009267890825867653
0.0006879953066335605,0.07766083627939224
0.0012054926406132682,0.2233009934425354
0.0008689521480304481,0.011235949583351612
0.003021172738058272,0.03166496008634567
0.0004983216518887694,0.020321115851402283
0.0044235815774649485,0.7079854607582092
0.19270125584166636,0.915992021560669
0.0004336513148119409,0.009292740374803543
0.14813238148392796,0.7223860025405884
0.0011219969739329684,0.034014906734228134
0.0004992632840648396,0.029660983011126518
0.012746369151522583,0.2974517345428467
0.013563260800385949,0.8395207524299622
0.00147498368361194,0.3140241801738739
0.4038641888047969,0.7205761671066284
0.000606506676197476,0.050662197172641754
0.0004336558261091163,0.016640981659293175
0.0004992535713328497,0.017990315333008766
0.0004422329607815526,0.0085599971935153
0.00043204372424423046,0.011341175995767117
0.00044223029551521283,0.009267890825867653
0.013951469424804535,0.7710501551628113
0.0019870264788843946,0.35355544090270996
0.0005196866621385757,0.013220122084021568
0.0004997635100607819,0.01593181863427162
0.029892872820342767,0.24215760827064514
0.0008531176294459907,0.02186768688261509
0.003360934115432157,0.06266861408948898
0.0007035487702936117,0.07702060788869858
0.0013987214214069292,0.018261097371578217
0.0004943015761160102,0.051520660519599915
0.0027006054699571713,0.0294962078332901
0.0004943220631278269,0.017213575541973114
0.0004336532681536462,0.013156179338693619
0.0027532093725653514,0.02339795045554638
0.29747169589306377,0.6465227603912354
0.004683154750815519,0.07476887106895447
0.047295126094060946,0.4800538718700409
0.002292793120136279,0.4091784358024597
0.0004422330118442099,0.0085599971935153
0.09575783331202181,0.11125530302524567
0.0004320341107814777,0.00915574748069048
0.0006164815835107404,0.12062397599220276
0.0004927272719830993,0.024184351786971092
0.0006783146610674242,0.06575427204370499
0.0015936861209186882,0.016435422003269196
0.0006013130270811642,0.03297882154583931
0.0197113834999677,0.7207892537117004
0.0004336552466643108,0.017487652599811554
0.062422240360857605,0.5097072720527649
0.003149302849085652,0.06780603528022766
0.026238394072199408,0.1355356127023697
0.006821943356152963,0.11159482598304749
0.013618675249001703,0.16460949182510376
0.0024403954171609305,0.15117231011390686
0.0007688765079387171,0.020268524065613747
0.001205491232362588,0.2233009934425354
0.01569692979051413,0.7546384930610657
0.021633813100340706,0.49572622776031494
0.0004568709298844499,0.025732941925525665
0.0005936122105790786,0.05760195106267929
0.0029359417364298833,0.020254842936992645
0.0005196879867150948,0.012468310073018074
0.0004943242116053271,0.01774841547012329
0.00044223224264965756,0.0086986618116498
0.11463709320057557,0.7496119737625122
0.0033699538722025105,0.0748509019613266
0.0006835116284014884,0.014157184399664402
0.0017791851482282578,0.014467882923781872
0.00043204327589298664,0.011341175995767117
0.0004977461035082748,0.01064918003976345
0.0004336379075641022,0.025294695049524307
0.0012054282806825117,0.2360706776380539
0.000643440395157176,0.020268524065613747
0.0004977646644508376,0.014341087080538273
0.0026533066566619074,0.25532403588294983
0.0006783206248977291,0.06575427204370499
0.0038463050059560303,0.23058858513832092
0.0005917769017420589,0.02028563618659973
0.0006013168483720694,0.027659932151436806
0.0006881871723017968,0.04939776659011841
0.04362680554462369,0.7581886649131775
0.0004937020859817411,0.011391940526664257
0.0017413270549999922,0.43136879801750183
0.028726202458407908,0.11163529008626938
0.0007835336377329132,0.011720975860953331
0.02142766192647785,0.5617289543151855
0.0014774755467646136,0.48345479369163513
0.008337718357253294,0.11093601584434509
0.0007409670906251274,0.09204224497079849
0.00175807898685596,0.08941803872585297
0.0004936797237387904,0.0265647005289793
0.0006791174545779247,0.08787494897842407
0.0004977517606035015,0.010417398996651173
0.0025102618706284996,0.17043983936309814
0.0007108212116197557,0.020268524065613747
0.0018476018625053108,0.0719124898314476
0.0006880373925487785,0.05030607804656029
0.003874202037219521,0.11959107965230942
0.012365127276667625,0.6499589681625366
0.0017234660100733787,0.13825350999832153
0.0007733877469946793,0.020427828654646873
0.0007632550211299408,0.014434951357543468
0.0006888869414764678,0.09205961972475052
0.0004983132635263183,0.015243581496179104
0.0021899010318038397,0.7077417373657227
0.0004977532303297868,0.011114164255559444
0.0004540499347941376,0.009828644804656506
0.0011927249502158602,0.016705244779586792
0.1760902349843891,0.7229123711585999
0.0012054212535472207,0.2609609365463257
0.0004977536819521287,0.011114164255559444
0.0030103683684362306,0.040607526898384094
0.07676936841394298,0.5702725052833557
0.00925982804351083,0.8033297657966614
0.0028041200498069604,0.03266553953289986
0.008183867821347165,0.8357830047607422
0.0006019984531621852,0.03196285292506218
0.005684173061520589,0.10420683026313782
0.14941130329993693,0.787055492401123
0.006484477009109158,0.7447373270988464
0.01161426936750201,0.15956419706344604
0.0047201198329300965,0.06880079209804535
0.0004943091179760926,0.040613915771245956
0.0006779416572715065,0.10971958190202713
0.006162946631496163,0.09025272727012634
0.0004940299881212718,0.008792313747107983
0.004830316818214282,0.04309576377272606
0.001205419484478273,0.292159765958786
0.0004992689770744113,0.0132050896063447
0.0006019986171814391,0.03196285292506218
0.0005026467536711906,0.020089661702513695
0.0013805308072069344,0.1303877830505371
0.00043364364786574407,0.012990351766347885
0.02180078563296587,0.1292458325624466
0.14157053741753342,0.7381575107574463
0.0005201851674680799,0.01932884007692337
0.000433650968269419,0.009292740374803543
0.0004977665405298954,0.014509757049381733
0.0014278718302686917,0.06709153950214386
0.0004923157233098443,0.010750258341431618
0.0009756227481094408,0.027042007073760033
0.010269065976564035,0.16859525442123413
0.009389871299839692,0.47730767726898193
0.0004933258264154879,0.023203380405902863
0.0004977511867703474,0.010417398996651173
0.0008689521465009763,0.011235949583351612
0.0004422301011366431,0.009267890825867653
0.0004983197162280791,0.020321115851402283
0.0004933212327639404,0.018614841625094414
0.004830317495615317,0.04309576377272606
0.004547178405530526,0.0547432117164135
0.002761724334686737,0.14951521158218384
0.0005926958604144331,0.06700651347637177
0.0004992747656978705,0.00927163939923048
0.0004336485179108826,0.007611342240124941
0.0012054992146263916,0.2143433392047882
0.0006131731424331578,0.03489067032933235
0.004374917499668356,0.37543779611587524
0.0028600364013128474,0.026508500799536705
0.0006020021928802103,0.027524041011929512
0.003772011314313408,0.04354497045278549
0.0026304292755825924,0.0581403449177742
0.0008531260114626861,0.020185602828860283
0.00043363020242081753,0.014208346605300903
0.00044222999110343227,0.009267890825867653
0.0004923280270309995,0.022033892571926117
0.01470237983447913,0.6443771719932556
0.0004923084112958382,0.013500142842531204
0.0005921884512002544,0.033368080854415894
0.000454050524854808,0.009267890825867653
0.0007235488454350755,0.05790404975414276
0.11707550557882727,0.1541658639907837
0.0016453422431098883,0.07859742641448975
0.0007688757809268358,0.020268524065613747
0.0007106515982819826,0.01325936894863844
0.0005921880697156337,0.033368080854415894
0.0029694687645960695,0.04809090867638588
0.0004973411141983852,0.027377726510167122
0.0012055250924718538,0.17925380170345306
0.0004923163416498461,0.01169330719858408
0.014989581484440085,0.9545411467552185
0.00043365335289636094,0.013156179338693619
0.0004540501705696409,0.009828644804656506
0.0005936010658714456,0.05032966658473015
0.0004336516417589349,0.009531412273645401
0.0004923393051936879,0.021509164944291115
0.0004336364838494547,0.021555468440055847
0.0019316968841671682,0.11938904970884323
0.0036423131310385102,0.37611302733421326
0.000494310712366569,0.019560109823942184
0.004007062636647197,0.04571714252233505
0.0017746592928523399,0.02136155404150486
0.0004320287828896187,0.007468769326806068
0.0004992634561469563,0.029660983011126518
0.0156979446383722,0.3655491769313812
0.0004336475505071184,0.01179180946201086
0.0006783332891775175,0.060463450849056244
0.00226288068946717,0.027040228247642517
0.00043364828180518744,0.007611342240124941
0.07097792531484876,0.3295893967151642
0.0004992536055706765,0.017990315333008766
0.005135691033874827,0.7155823111534119
0.0007688785398653044,0.020427828654646873
0.00043363090972513995,0.014049273915588856
0.009314038535963597,0.44585517048835754
0.000433631243379704,0.014049273915588856
0.017242044031554493,0.19759517908096313
0.0025393143557713737,0.1888350248336792
0.000497765744044394,0.014341087080538273
0.040088918069253215,0.6752974390983582
0.005706869426457656,0.09264323860406876
0.0026304589771582185,0.056771207600831985
0.00043202117290943844,0.007393948268145323
0.0004940336120550594,0.011344700120389462
0.0012362786658419063,0.01724890246987343
0.002178167801997655,0.5571649074554443
0.0019213312543022588,0.06158677861094475
0.00043203324496655514,0.008107385598123074
0.004476606739795616,0.06052172929048538
0.0004992700755105475,0.010539642535150051
0.001163302786412725,0.01686677895486355
0.0004927167572758044,0.02626761607825756
0.003201348231962514,0.5238820314407349
0.00044223004841909355,0.009267890825867653
